title,release_date,genres,overview,first_genre
Legionnaire,1998-12-03,Adventure|Drama|Action|History|Thriller,alain lefevr boxer paid marseill mobster take dive when win fight attempt flee america mobster girlfriend katrina plan fail seek escap join foreign legion part legion tangl abus lieuten steinkampf bond legionnair luther mackintosh rosetti,Adventure
The Flame and the Arrow,1950-07-09,Adventure|Romance,dardo robin hood-lik figur loyal follow use roman ruin mediev lombardi headquart conduct insurg hessian conqueror,Adventure
Amelia,2009-10-22,Adventure,look life legendari american pilot amelia earhart disappear fli pacif ocean attempt make flight world,Adventure
The Stepfather,2009-10-16,Horror|Thriller|Mystery,michael hard penn badgley return home militari school find mother sela ward happili love live new boyfriend david dylan walsh men get know michael becom suspici man alway help hand is realli man dream could david hide dark side ,Horror
Mary and Max,2009-02-09,Animation|Comedy|Drama,tale friendship unlik pen pal mari lone eight-year-old girl live suburb melbourn max forty-four-year old sever obes man live new york mid-1970 home friendless australian girl pick name manhattan phone book write includ chocol bar write back chocol thus begin 20-year correspond will ever meet face face ,Animation
The Tournament,2009-05-01,Horror|Action|Thriller,ten year unsuspect town tournament take place battl royal world deadliest assassin last man stand receiv cash prize titl world no carri legendari dollar bullet price tag,Horror
The Princess and the Pirate,1944-11-10,Romance|Comedy|Adventure,princess margaret travel incognito elop true love instead marri man father betroth high sea ship attack pirat know ident plan kidnap hold king ransom,Romance
Before the Revolution,1964-05-13,Romance|Drama,studi youth edg adulthood aunt year older fabrizio passion idealist influenc cesar teacher marxist engag love bourgeoi clelia stung drown mercuri friend agostino possibl suicid gina bundl nervous energi altern sweet seduct poetic distract unhing begin love affair agostino funer gina confus fabrizio sleep stranger visit cesar puck gina older friend landown lose land dramat contrast imag itali futur futur bleak,Romance
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924-04-26,Adventure|Comedy,exampl iron soviet propagandist film silent era film chronicl adventur american mr west faith bodyguard servant jeddi visit land horribl evil bolshevik various mishap mr west discov soviet actual quit remark peopl end film opinion chang glow admir written mark toscano,Adventure
Expo Magic of the White City,2005-09-16,Documentary,narrat gene wilder bring chicago world fair life experi world cinemat visit chicago columbian exposit mani world greatest achiev scienc technolog cultur unveil addit fairgoer enjoy popular commerci success midway plaisanc festiv atmospher one-mil entertain center offer array guilti pleasur belli danc street fight beer near fair dub white citi inspir futur innov henri ford frank lloyd wright debut ferri wheel cracker jack mani way mark begin 20th centuri film high-definit expo magic white citi immers viewer world biggest extravaganza unforgett,Documentary
H.H. Holmes: America's First Serial Killer,2004-01-01,Crime|Documentary|History,tortur chamber acid vat greas chute gass room devic death design tortur doctor h.h holm castl horror follow holm entir life crimin mastermind,Crime
You're Gonna Miss Me: A Film About Roky Erickson,2007-06-10,Documentary|Music,documentari rock pioneer roki erickson detail rise psychedel hero lengthi institution descent poverti filth brother struggl religi mother improv roki care,Documentary
Darkness/Light/Darkness,1989-01-01,Animation|Comedy,human bodi gradual reconstruct various compon part crowd small room eventu much experiment sort part goe,Animation
Saw VI,2009-10-22,Horror|Mystery,special agent strahm dead detect hoffman emerg unchalleng successor jigsaw legaci howev fbi draw closer hoffman forc set game motion jigsaw grand scheme final understood,Horror
Cirque du Freak: The Vampire's Assistant,2009-10-23,Adventure|Fantasy|Action|Thriller,darren shan regular teenag kid friend steve find freak show come town work hard tri find ticket togeth go cirqu du freak see mani strang act includ wolf-man beard ladi,Adventure
Salvage,2006-01-01,Horror,clair parker go die hand sadist deprav killer endur terrifi unimagin brutal death happen beaten drag slice stab clair awaken work began untouch unharm hellish ordeal far madman back 's readi blood ,Horror
Astro Boy,2009-10-15,Animation|Action|Family|Science Fiction,set futurist metro citi astro boy young robot incred power creat brilliant scientist imag son lost unabl fulfil griev man expect hero embark journey search accept experienc betray netherworld robot gladiat return save metro citi reconcil father reject,Animation
Fantastic Mr. Fox,2009-10-23,Adventure|Animation|Comedy|Family,fantast mr fox bore current life plan heist local farmer farmer tire share chicken sli fox seek reveng famili,Adventure
The Pebble and the Penguin,1995-04-11,Animation|Adventure|Family,bash bachelor penguin name hubi 's partial pretti femal name marina ancient penguin ritual dictat male present pebbl intend mate life hubi find spiffi stone bestow marina dastard rival drake toss churn sea hubi get swept away,Animation
The Indian Tomb,1959-01-22,Adventure|Drama|Romance,seetha harold berger rescu desert caravan brought small villag howev greedi owner hous lodg law hospit reveal locat princ ramigani coupl tri escap hunt captur ramigani men meanwhil iren rhode husband walter rhode suspect maharaja chandra tell truth harold destini conspir ramigani forc seetha accept get marri chandra provok wrath priest get allianc princ padhu armi meantim harold succeed escap dungeon seek seetha save,Adventure
L'Amour Fou,1969-01-15,Romance|Drama,l'amour fou follow dissolut marriag clair actress play bull ogier sebastien director jean-pierr kalfon,Romance
A Christmas Carol,2009-11-04,Animation|Drama,miser ebenez scroog awaken christma eve spirit reveal miser exist opportun wast youth current cruelti dire fate await chang way scroog face stori grow bitter mean must decid futur hold death redempt,Animation
Hell's Hinges,1916-03-05,Romance|Western,when reverend robert henley sister faith arriv town hell hing saloon owner silk miller cohort sens danger evil way hire gunman blaze traci run minist town blaze find someth faith henley turn around soon silk miller compadr blaze deal,Romance
Michael Jackson: Life of a Superstar,2008-12-31,Documentary|TV Movie,stori king pop,Documentary
Our Daily Bread,2006-04-21,Documentary|Foreign,welcom world industri food product high-tech farm to rhythm conveyor belt immens machin film look comment place food produc europ monument space surreal landscap bizarr sound cool industri environ leav littl space individu,Documentary
Partly Cloudy,2009-05-28,Animation|Family,everyon know stork deliv babi stork get babi answer lie stratospher cloud peopl sculpt babi cloud bring life gus lone insecur grey cloud master creat danger babi crocodil porcupin ram gus belov creation work art hand loyal deliveri stork partner peck gus creation becom rambuncti peck job get harder harder how peck manag handl hazard cargo friend fieri tempera ,Animation
Rocks,2003-06-05,Animation|Comedy|Fantasy,stone-peopl hew kew seen lot everlast live top mountain re mild amaz ongo valley ve got littl problem deal sudden mankind discov invent instead woozel new behavior start threaten hew kew stoic peac ,Animation
The Box,2009-09-17,Thriller|Science Fiction,norma arthur lewi suburban coupl young child receiv simpl wooden box gift bear fatal irrevoc consequ mysteri stranger deliv messag box promis bestow owner press button howev press button simultan caus death human somewher world someon n't know hour box possess norma arthur find cross-hair startl moral dilemma must face true natur human,Thriller
The Undercover Man,1949-03-21,Crime|Drama,frank warren treasuri agent assign put end activ power mob crime boss undercov agent pose crimin seek inform frustrat find terrifi wit corrupt polic offic inform end dead agent warren get critic inform mob unlik sourc,Crime
The Twilight Saga: New Moon,2009-03-15,Adventure|Fantasy|Drama|Romance,fork washington resid bella swan reel departur vampir love edward cullen find comfort friendship jacob black werewolf know 's thrust centuries-old conflict desir edward cost lead take greater greater risk,Adventure
A Plumm Summer,2007-01-01,Adventure,base true-stori plumm summer tell remark tale young brother elliott rocki plumm go head-to-head fbi order crack frog-nap case get belov tv puppet froggi doo back air becom local hero best friend,Adventure
Doomwatch,1972-03-01,Horror|Science Fiction|Foreign,water surround island becom contamin chemic dump peopl eat fish caught water becom deform violent,Horror
Princess Yang Kwei Fei,1955-05-03,Romance|Drama|History,eighth centuri china emperor griev death wife yang famili want provid emperor consort may consolid influenc court general lushan find distant relat work kitchen groom present emperor emperor fall love becom princess yang kwei-fei yang appoint import minist lushan given court posit covet minist misus power much popular revolt yang fuel lushan,Romance
